,,,GSE21935_Barnes_FSCZvsCTL,GSE21935_Barnes_MSCZvsCTL,GSE17612_Maycox_FSCZvsCTL,GSE17612_Maycox_MSCZvsCTL,GSE46509_Piet_FSCZvsCTL,GSE46509_Piet_MSCZvsCTL,GSE37981_Piet_FSCZvsCTL,GSE37981_Piet_MSCZvsCTL,female_scz_ancg_dge,female_scz_dlpfc_dge,female_scz_nacc_dge,male_scz_ancg_dge,male_scz_dlpfc_dge,male_scz_nAcc_dge
POSITIVE REGULATION OF GLYCOPROTEIN BIOSYNTHETIC PROCESS,GOBP,GO:0010560,0,1.395335093,0,0,0,0,0,0,1.931349419,0,0,2.340847098,0,0
CARBOHYDRATE PHOSPHORYLATION,GOBP,GO:0046835,0,0,0,0,0,0,0,0,1.826606089,0,0,4.767369424,0,1.997404286
NEGATIVE REGULATION OF AXON EXTENSION,GOBP,GO:0030517,0,0,0,0,0,0,0,0,4.431659787,0,0,2.850894847,2.33207577,0
CRANIAL NERVE DEVELOPMENT,GOBP,GO:0021545,0,0,0,0,0,0,0,0,2.538147201,2.100831068,0,1.566982074,0,0
POSITIVE REGULATION OF POTASSIUM ION TRANSPORT,GOBP,GO:0043268,0,0,0,0,0,0,0,0,4.082329032,0,0,3.346925002,1.709798183,0
EMBRYONIC PLACENTA MORPHOGENESIS,GOBP,GO:0060669,0,0,0,0,0,0,0,0,1.826606089,0,0,2.951000424,2.208209343,0
CEREBRAL CORTEX CELL MIGRATION,GOBP,GO:0021795,0,1.993676323,0,0,0,0,0,0,1.883791242,0,0,2.278382844,0,0
IMMUNE RESPONSE-ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY,GOBP,GO:0002429,0,0,0,0,0,0,0,0,5.232110901,0,0,8.361885737,0,1.653660532
LENS FIBER CELL DEVELOPMENT,GOBP,GO:0070307,0,1.637790768,0,0,0,0,0,0,0,0,0,2.461375853,1.761577446,0
RESPONSE TO INCREASED OXYGEN LEVELS,GOBP,GO:0036296,0,0,0,0,0,0,0,0,3.426260632,0,0,1.815972963,1.976852469,0
BRANCHING INVOLVED IN URETERIC BUD MORPHOGENESIS,GOBP,GO:0001658,0,0,0,2.188310012,0,0,0,0,0,0,0,1.312512226,2.486855362,0
COENZYME BIOSYNTHETIC PROCESS,GOBP,GO:0009108,0,0,0,0,0,0,0,0,0,0,0,1.484087946,2.767283326,1.777918975
BILE ACID AND BILE SALT TRANSPORT,GOBP,GO:0015721,0,0,0,0,0,0,0,0,0,0,0,1.537628858,1.787725945,1.586570234
CELLULAR RESPONSE TO OSMOTIC STRESS,GOBP,GO:0071470,0,0,0,0,0,0,0,0,0,0,0,4.622776114,3.867331463,2.528997877
BEHAVIORAL FEAR RESPONSE,GOBP,GO:0001662,0,0,0,0,0,2.150106242,0,0,0,0,1.414665376,1.371247294,0,0
POSITIVE REGULATION OF PROTEIN IMPORT INTO NUCLEUS,GOBP,GO:0042307,0,0,0,0,0,0,0,0,2.870270873,0,0,4.794277957,2.528487073,0
EMBRYONIC EPITHELIAL TUBE FORMATION,GOBP,GO:0001838,0,0,0,0,0,0,0,0,3.102454394,0,1.947314393,2.29456855,0,0
NEGATIVE REGULATION OF RESPONSE TO EXTRACELLULAR STIMULUS,GOBP,GO:0032105,0,0,1.652987567,0,0,0,0,0,0,0,0,1.407908195,1.641491093,0
CELLULAR RESPONSE TO LEUKEMIA INHIBITORY FACTOR,GOBP,GO:1990830,0,0,0,0,0,0,0,0,0,0,0,4.332081572,3.596761371,2.420599943
REGULATION OF TOLERANCE INDUCTION,GOBP,GO:0002643,0,0,0,0,0,0,0,0,2.179188864,0,0,0,1.491455833,1.351268368
REGULATION OF CELL ADHESION MEDIATED BY INTEGRIN,GOBP,GO:0033628,0,2.07222726,1.592580591,0,0,0,0,0,4.113622528,0,0,0,0,0
PYRIDINE-CONTAINING COMPOUND BIOSYNTHETIC PROCESS,GOBP,GO:0072525,0,0,0,0,0,0,0,0,0,0,0,1.439232056,4.661632038,2.562767297
POSITIVE REGULATION OF STAT CASCADE,GOBP,GO:1904894,0,0,0,0,0,0,0,0,0,1.539828979,0,4.333172329,3.279056723,0
POSITIVE REGULATION OF MUSCLE CONTRACTION,GOBP,GO:0045933,0,0,0,0,0,0,0,0,3.667540174,0,1.916470204,1.799952584,0,0
EPITHELIAL TUBE FORMATION,GOBP,GO:0072175,0,0,0,0,0,0,0,0,3.514054747,0,1.827977053,2.450052262,0,0
REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR SIGNALING PATHWAY,GOBP,GO:1900746,0,1.561530601,0,0,0,0,0,0,5.502654517,0,2.778014518,0,0,0
REGULATION OF TISSUE REMODELING,GOBP,GO:0034103,0,0,0,0,0,0,0,0,6.235751899,0,0,5.339452856,2.950964445,0
POSITIVE REGULATION OF RESPONSE TO DNA DAMAGE STIMULUS,GOBP,GO:2001022,0,0,0,0,1.982505306,0,0,0,0,0,0,3.325328205,0,2.33331591
ORGANIC HYDROXY COMPOUND TRANSPORT,GOBP,GO:0015850,0,0,0,0,0,0,0,0,1.329129537,0,0,1.331591385,1.492287242,0
POSITIVE REGULATION OF MESONEPHROS DEVELOPMENT,GOBP,GO:0061213,0,0,0,0,0,0,0,2.160748936,0,2.796989327,0,0,1.406340997,0
REGULATION OF LAMELLIPODIUM ASSEMBLY,GOBP,GO:0010591,1.650142331,0,0,0,0,0,0,0,0,0,1.916470204,5.421930516,0,0
REGULATION OF ACTIVIN RECEPTOR SIGNALING PATHWAY,GOBP,GO:0032925,0,0,0,0,0,0,0,0,1.826606089,0,2.544044022,2.951000424,0,0
REGULATION OF MITOCHONDRIAL DEPOLARIZATION,GOBP,GO:0051900,0,0,0,0,0,0,0,0,2.111565225,0,0,2.640039895,1.447627887,0
"POSITIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, INITIATION",GOBP,GO:2000144,0,0,0,0,0,0,0,0,0,0,0,1.588480665,1.822832305,1.620720478
REGULATION OF TOLL-LIKE RECEPTOR 2 SIGNALING PATHWAY,GOBP,GO:0034135,1.30243574,0,0,0,0,0,1.475799272,0,1.565635328,0,0,0,0,0
NATURAL KILLER CELL DIFFERENTIATION,GOBP,GO:0001779,0,0,1.352980152,0,0,0,0,0,0,0,0,1.781912388,1.904276795,0
MICROTUBULE ANCHORING AT MICROTUBULE ORGANIZING CENTER,GOBP,GO:0072393,2.085479613,0,0,0,0,1.356963755,0,0,0,0,2.059400681,0,0,0
REGULATION OF AMYLOID-BETA FORMATION,GOBP,GO:1902003,0,0,0,0,1.303382462,0,0,0,1.393015086,0,0,4.282521549,0,0
ACTIVATION OF PHOSPHOLIPASE C ACTIVITY,GOBP,GO:0007202,0,0,0,0,0,0,0,0,2.302855191,0,0,0,1.859209895,2.528997877
PROTEIN POLYUBIQUITINATION,GOBP,GO:0000209,0,0,0,0,0,0,0,0,0,0,0,3.632791137,2.769027581,1.748442307
REGULATION OF CARDIAC MUSCLE CELL DIFFERENTIATION,GOBP,GO:2000725,0,0,0,0,0,0,0,0,4.001283477,0,2.076327504,4.282521549,0,0
REGULATION OF PROTEIN UBIQUITINATION,GOBP,GO:0031396,0,0,0,0,0,0,0,0,2.700900212,0,2.456226033,6.567974584,0,0
REGULATION OF ENDOCRINE PROCESS,GOBP,GO:0044060,0,0,0,0,0,0,0,0,0,0,0,2.400124397,3.398000973,1.404475199
REGULATION OF AXON EXTENSION,GOBP,GO:0030516,0,0,0,0,0,0,0,0,6.116706673,2.584490411,0,5.385784866,0,0
ALPHA-BETA T CELL DIFFERENTIATION,GOBP,GO:0046632,0,0,0,0,0,0,0,0,4.801273933,0,2.45927199,2.313114287,0,0
POSITIVE REGULATION OF LIPID LOCALIZATION,GOBP,GO:1905954,0,0,0,0,0,0,0,0,1.687472438,0,0,3.308204617,0,1.971116598
POSITIVE REGULATION OF ENDOTHELIAL CELL DIFFERENTIATION,GOBP,GO:0045603,0,1.418686691,0,0,0,0,0,0,1.382635075,0,0,6.644481659,0,0
REGULATION OF PROTON TRANSPORT,GOBP,GO:0010155,0,0,0,0,0,0,0,0,1.877628924,0,1.513284186,3.056745654,0,0
VESICLE TRANSPORT ALONG ACTIN FILAMENT,GOBP,GO:0030050,0,0,0,0,0,0,0,0,4.357214662,0,0,3.550373901,0,3.412504955
"REGULATION OF SYNAPTIC TRANSMISSION, GLUTAMATERGIC",GOBP,GO:0051966,0,0,0,0,0,0,0,0,1.783613984,0,0,5.106655765,2.354222808,0
PRIMARY NEURAL TUBE FORMATION,GOBP,GO:0014020,0,0,0,0,0,0,0,0,3.166807939,0,2.381990928,2.260158738,0,0
MONOCYTE DIFFERENTIATION,GOBP,GO:0030224,0,0,1.652987567,0,0,0,0,0,2.411789313,1.359694994,0,0,0,0
REGULATION OF GLIAL CELL PROLIFERATION,GOBP,GO:0060251,0,0,0,0,0,0,0,0,2.405960427,0,3.364615045,3.167088161,0,0
NEGATIVE REGULATION OF SMOOTH MUSCLE CONTRACTION,GOBP,GO:0045986,0,0,0,0,0,2.026213422,0,0,2.599342458,0,0,0,0,1.617071875
NEGATIVE REGULATION OF MYOBLAST DIFFERENTIATION,GOBP,GO:0045662,0,0,0,0,0,0,0,0,3.833438187,0,1.478880437,3.81887706,0,0
RESPONSE TO VITAMIN D,GOBP,GO:0033280,0,0,0,0,0,0,1.647112564,0,0,0,1.384616016,1.946802035,0,0
EXTRACELLULAR MATRIX ASSEMBLY,GOBP,GO:0085029,0,0,1.669370679,0,0,0,1.370370695,0,1.931349419,0,0,0,0,0
RESPONSE TO BRONCHODILATOR,GOBP,GO:0097366,0,0,0,0,0,0,0,0,3.997488698,0,1.656773368,5.184480851,0,0
POSITIVE REGULATION OF FATTY ACID BETA-OXIDATION,GOBP,GO:0032000,0,0,0,0,0,0,0,0,2.955329508,0,2.218876786,2.939472078,0,0
POST-EMBRYONIC DEVELOPMENT,GOBP,GO:0009791,0,0,0,0,1.537006799,0,0,0,2.902292717,0,1.899621828,0,0,0
HEART CONTRACTION,GOBP,GO:0060047,0,0,0,0,0,0,2.092652571,0,0,0,1.652570143,4.946783192,0,0
NEGATIVE REGULATION OF VIRAL LIFE CYCLE,GOBP,GO:1903901,0,0,0,0,0,0,0,0,1.39608043,0,0,7.224763942,1.929710649,0
POSITIVE REGULATION OF NOTCH SIGNALING PATHWAY,GOBP,GO:0045747,0,0,0,0,0,1.49092555,0,0,2.160763105,0,0,4.016351875,0,0
NEGATIVE REGULATION OF GTPASE ACTIVITY,GOBP,GO:0034260,0,0,0,0,0,1.546490343,0,0,1.814733894,0,0,2.164633837,0,0
REGULATION OF RESPONSE TO OXIDATIVE STRESS,GOBP,GO:1902882,0,0,0,0,1.601922819,0,0,0,3.267850627,0,0,4.57621041,0,0
REGULATION OF GLUTAMATE SECRETION,GOBP,GO:0014048,0,0,0,0,0,0,0,0,2.501657197,0,0,1.488262043,2.902607976,0
REGULATION OF BONE REMODELING,GOBP,GO:0046850,0,0,0,0,0,0,0,0,4.865533925,0,0,2.366022614,2.068373954,0
REGULATION OF MRNA CATABOLIC PROCESS,GOBP,GO:0061013,0,0,0,0,0,0,0,0,0,0,0,4.89944049,2.69539088,2.155612812
REGULATION OF CHROMOSOME SEGREGATION,GOBP,GO:0051983,0,0,0,0,0,0,0,0,1.455689861,0,0,3.743543653,0,2.913179209
EMBRYO IMPLANTATION,GOBP,GO:0007566,0,0,0,0,0,0,1.852873586,0,2.254172667,0,0,0,0,1.620720478
AXIS SPECIFICATION,GOBP,GO:0009798,0,0,0,0,0,0,0,0,2.040374997,0,1.769542903,0,1.38694778,0
POSITIVE REGULATION OF BIOMINERAL TISSUE DEVELOPMENT,GOBP,GO:0070169,0,0,0,0,0,0,0,0,0,0,3.616849737,8.155940969,1.419551489,0
NADH METABOLIC PROCESS,GOBP,GO:0006734,0,0,0,0,0,0,0,0,0,0,0,2.019095723,4.710882609,3.264743934
REGULATION OF CHROMATIN ORGANIZATION,GOBP,GO:1902275,0,0,0,0,0,0,0,0,0,1.657506088,1.963340434,0,0,2.799949748
SEQUESTERING OF EXTRACELLULAR LIGAND FROM RECEPTOR,GOBP,GO:0035581,0,0,0,0,1.358572902,0,0,0,1.438579844,0,0,0,1.699137862,0
REGULATION OF MEMBRANE LIPID DISTRIBUTION,GOBP,GO:0097035,0,0,0,0,0,0,0,0,2.127825204,0,0,3.941867731,1.927727549,0
REGULATION OF PROTEIN POLYMERIZATION,GOBP,GO:0032271,1.43374331,0,0,0,0,0,0,0,2.814442172,0,0,12.36399892,0,0
RESPONSE TO MUSCLE STRETCH,GOBP,GO:0035994,0,0,0,0,0,0,0,0,2.919803366,0,0,5.088984429,0,2.104031598
POSITIVE REGULATION OF STRIATED MUSCLE CONTRACTION,GOBP,GO:0045989,0,0,0,0,0,0,0,0,2.501657197,0,3.250747555,1.488262043,0,0
NEGATIVE REGULATION OF UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY,GOBP,GO:0051444,0,0,0,0,0,0,0,0,2.111565225,0,1.669834797,1.834325167,0,0
PULMONARY VALVE MORPHOGENESIS,GOBP,GO:0003184,0,0,0,0,0,0,0,0,0,0,1.762484448,2.876646374,1.538125501,0
ACTION POTENTIAL,GOBP,GO:0001508,0,1.569238423,0,0,0,0,1.663257006,0,0,0,0,2.653785591,0,0
POSITIVE REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY,GOBP,GO:2000651,0,0,0,0,0,0,0,0,2.328646819,0,0,7.686994515,0,1.446087672
REGULATION OF MRNA METABOLIC PROCESS,GOBP,GO:1903311,0,0,0,0,0,0,0,0,0,0,0,4.547880995,1.733290318,3.153444119
EMBRYONIC SKELETAL SYSTEM DEVELOPMENT,GOBP,GO:0048706,0,0,0,2.506481265,0,0,0,0,1.361713116,0,0,1.406661185,0,0
NEURON PROJECTION MAINTENANCE,GOBP,GO:1990535,0,0,0,0,0,0,0,0,1.719477409,0,0,1.903461208,0,1.839772705
REGULATION OF EPIDERMAL CELL DIFFERENTIATION,GOBP,GO:0045604,0,0,0,0,0,0,0,0,2.602642899,1.820616939,0,3.468522038,0,0
POSITIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY,GOBP,GO:0045737,0,0,0,0,0,0,0,0,2.353407777,0,2.224273394,3.876908081,0,0
HOMOTYPIC CELL-CELL ADHESION,GOBP,GO:0034109,0,0,0,0,0,0,1.529684438,0,6.195851143,0,0,2.463051759,0,0
NAD BIOSYNTHETIC PROCESS,GOBP,GO:0009435,0,0,0,0,0,0,0,0,0,0,0,1.775537829,4.77445942,2.533202181
POSITIVE REGULATION OF STEM CELL PROLIFERATION,GOBP,GO:2000648,0,0,0,0,0,1.701539031,0,1.547812409,0,0,0,1.750041694,0,0
REGULATION OF HEART RATE BY CARDIAC CONDUCTION,GOBP,GO:0086091,0,0,0,1.626490043,0,0,2.657804862,0,1.995441498,0,0,0,0,0
ESTABLISHMENT OF ENDOTHELIAL INTESTINAL BARRIER,GOBP,GO:0090557,0,0,0,0,0,1.691602583,0,1.949639226,0,0,0,2.109285884,0,0
POSITIVE T CELL SELECTION,GOBP,GO:0043368,0,0,1.317180491,0,0,0,0,0,1.687548353,0,0,1.31905424,0,0
REGULATION OF CHONDROCYTE DIFFERENTIATION,GOBP,GO:0032330,0,0,0,2.228698628,0,0,0,0,0,0,2.586514167,3.168548079,0,0
POSITIVE REGULATION OF CELLULAR AMIDE METABOLIC PROCESS,GOBP,GO:0034250,0,0,0,0,0,0,0,0,0,0,2.506172171,2.839438164,1.872325642,0
CELLULAR RESPONSE TO ANTIBIOTIC,GOBP,GO:0071236,0,0,0,0,0,0,0,0,5.851516617,0,0,5.193577209,0,2.207316376
REGULATION OF CARTILAGE DEVELOPMENT,GOBP,GO:0061035,0,0,0,2.447467948,0,0,0,0,0,0,2.137173384,4.041673364,0,0
POSITIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING,GOBP,GO:1904358,0,0,0,0,0,0,0,0,2.075942122,0,0,1.397190904,0,2.297066014
REGULATION OF RECEPTOR-MEDIATED ENDOCYTOSIS,GOBP,GO:0048259,0,0,0,0,0,0,0,0,6.213710801,0,1.398886238,2.465546602,0,0
POSITIVE REGULATION OF INTERFERON-BETA PRODUCTION,GOBP,GO:0032728,0,0,0,0,0,0,0,0,2.035040794,0,1.977501628,1.905401301,0,0
REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE,GOBP,GO:1903076,0,0,0,0,0,0,0,0,4.209861238,0,3.720079677,8.31263489,0,0
CENTRIOLE-CENTRIOLE COHESION,GOBP,GO:0010457,0,0,0,0,0,0,0,0,0,0,2.059400681,1.67367871,0,2.888460512
TRANSITION METAL ION TRANSPORT,GOBP,GO:0000041,0,0,0,0,0,0,0,0,2.019905269,0,0,7.575640992,2.13009597,0
ADULT LOCOMOTORY BEHAVIOR,GOBP,GO:0008344,0,0,0,0,0,0,0,0,1.332472213,0,2.185640201,2.365371299,0,0
NEGATIVE REGULATION OF NF-KAPPAB TRANSCRIPTION FACTOR ACTIVITY,GOBP,GO:0032088,0,0,0,0,0,0,0,0,0,1.576726337,2.446573355,6.582496566,0,0
MITOTIC CELL CYCLE CHECKPOINT,GOBP,GO:0007093,0,0,0,0,0,1.52832504,0,0,0,0,0,3.049757873,0,1.766405072
NEGATIVE REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE,GOBP,GO:0010972,0,0,0,0,0,0,0,0,0,0,0,3.401399923,1.740263902,2.012774838
REGULATION OF CELL FATE COMMITMENT,GOBP,GO:0010453,0,0,0,0,0,0,0,0,1.604769041,0,1.328135432,1.815972963,0,0
ENDOCRINE PROCESS,GOBP,GO:0050886,0,0,0,0,1.353841547,0,0,1.332423228,0,0,0,2.11050969,0,0
POSITIVE REGULATION OF ENDOTHELIAL CELL APOPTOTIC PROCESS,GOBP,GO:2000353,0,1.863892829,0,0,0,0,0,0,0,0,0,2.876646374,2.646456255,0
MESENCHYMAL TO EPITHELIAL TRANSITION,GOBP,GO:0060231,0,0,0,0,0,0,0,0,1.330834323,1.332297866,0,1.334237291,0,0
RESPONSE TO NICOTINE,GOBP,GO:0035094,0,0,0,0,0,0,0,0,0,0,2.726655069,2.783513227,2.296032975,0
POSITIVE REGULATION OF FATTY ACID METABOLIC PROCESS,GOBP,GO:0045923,0,0,0,0,0,0,0,0,3.930117389,0,0,2.671373089,0,2.340344818
REGULATION OF AMINO ACID TRANSPORT,GOBP,GO:0051955,0,0,0,0,0,0,0,0,5.135435594,0,0,2.142073217,4.860180594,0
LIVER REGENERATION,GOBP,GO:0097421,0,0,2.780707026,0,0,0,0,0,0,0,2.224273394,2.346736406,0,0
REGULATION OF FATTY ACID BETA-OXIDATION,GOBP,GO:0031998,0,0,0,0,0,0,0,0,2.047986017,0,1.627475928,2.533734852,0,0
GLOMERULAR EPITHELIUM DEVELOPMENT,GOBP,GO:0072010,0,0,0,0,0,0,0,0,1.877628924,0,1.513284186,3.056745654,0,0
REGULATION OF GLYCOLYTIC PROCESS,GOBP,GO:0006110,0,0,0,0,0,0,0,0,0,0,0,3.157123268,1.437241199,1.773581772
MEMBRANE REPOLARIZATION,GOBP,GO:0086009,0,0,0,0,0,0,1.370370695,0,0,0,0,1.611513894,1.33040537,0
KIDNEY MESENCHYME DEVELOPMENT,GOBP,GO:0072074,0,0,0,0,0,0,0,2.412314931,0,0,0,1.919240122,1.491455833,0
NEGATIVE REGULATION OF LIPID BIOSYNTHETIC PROCESS,GOBP,GO:0051055,0,0,0,0,0,0,0,0,3.130383739,0,0,1.369871247,0,1.837524644
MACROPHAGE DIFFERENTIATION,GOBP,GO:0030225,0,0,1.871117897,0,0,0,0,0,2.577141991,0,0,2.666178136,0,0
DNA REPLICATION,GOBP,GO:0006260,0,0,0,0,0,0,0,0,1.465575517,0,0,4.240291751,0,7.352073757
FAT CELL DIFFERENTIATION,GOBP,GO:0045444,2.556701455,0,0,0,0,0,0,0,0,0,5.712564758,5.25370766,0,0
SOCIAL BEHAVIOR,GOBP,GO:0035176,0,0,0,1.57133497,0,0,1.45324997,0,0,0,1.634211479,0,0,0
POSITIVE REGULATION OF CELL CYCLE G1/S PHASE TRANSITION,GOBP,GO:1902808,0,0,0,0,0,0,0,0,0,0,0,2.783513227,1.492571719,2.02890229
CELL CYCLE CHECKPOINT,GOBP,GO:0000075,0,0,0,0,0,2.239756297,0,0,0,0,0,2.988903707,0,1.67214481
EMBRYONIC SKELETAL SYSTEM MORPHOGENESIS,GOBP,GO:0048704,0,0,0,2.700768356,0,1.37041284,0,0,1.325103823,0,0,0,0,0
CAMP-MEDIATED SIGNALING,GOBP,GO:0019933,0,0,0,0,0,0,0,0,0,0,0,2.626456257,3.123703954,2.06153244
GLUCOSE METABOLIC PROCESS,GOBP,GO:0006006,0,0,0,0,0,0,0,0,0,0,0,1.550891803,4.971338107,2.290293887
REGULATION OF ADAPTIVE IMMUNE RESPONSE,GOBP,GO:0002819,0,0,0,0,0,0,0,0,3.988435519,0,0,1.806219712,0,1.79166736
DNA LIGATION,GOBP,GO:0006266,0,0,0,0,0,0,0,0,0,1.532623908,0,1.903461208,1.986901638,0
REGULATION OF RECEPTOR BINDING,GOBP,GO:1900120,1.748371757,0,0,0,0,0,0,0,1.931349419,0,0,2.340847098,0,0
NEGATIVE REGULATION OF VASCULAR SMOOTH MUSCLE CELL PROLIFERATION,GOBP,GO:1904706,0,0,0,0,0,0,0,0,1.877628924,0,2.598205586,1.546137387,0,0
ENDOTHELIAL CELL PROLIFERATION,GOBP,GO:0001935,0,0,1.589917124,2.041970386,0,0,0,0,0,0,0,3.948957661,0,0
REGULATION OF PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS,GOBP,GO:1900371,0,0,0,0,0,0,0,0,0,0,2.577217278,2.621491292,2.626672696,0
CRANIAL SKELETAL SYSTEM DEVELOPMENT,GOBP,GO:1904888,0,0,2.519703831,0,0,1.496148975,0,0,1.861798498,0,0,0,0,0
INNATE IMMUNE RESPONSE ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY,GOBP,GO:0002220,0,0,2.510092741,0,0,0,0,0,2.355908693,0,0,5.610331636,0,0
INSULIN-LIKE GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,GOBP,GO:0048009,0,0,0,0,0,0,0,0,1.565635328,1.454708473,2.059400681,0,0,0
REGULATION OF BLOOD PRESSURE,GOBP,GO:0008217,0,0,3.226565817,0,0,0,0,0,2.797976894,0,0,4.491314695,0,0
NEGATIVE REGULATION OF ADHERENS JUNCTION ORGANIZATION,GOBP,GO:1903392,0,1.475418664,0,1.516465005,0,0,0,0,5.36458859,0,0,0,0,0
REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORT,GOBP,GO:1902305,0,0,0,0,0,0,0,0,0,0,0,14.47137826,2.467868141,2.14542921
CELLULAR RESPONSE TO CARBOHYDRATE STIMULUS,GOBP,GO:0071322,0,0,0,0,0,0,0,0,0,1.656557385,0,2.217534559,0,1.817615767
RETROGRADE AXONAL TRANSPORT,GOBP,GO:0008090,0,0,0,0,0,0,0,2.160748936,2.047986017,0,0,4.389845655,0,0
NEGATIVE REGULATION OF RELEASE OF CYTOCHROME C FROM MITOCHONDRIA,GOBP,GO:0090201,0,0,0,0,0,0,0,0,0,1.332297866,0,2.109285884,1.587994202,0
REGULATION OF BICELLULAR TIGHT JUNCTION ASSEMBLY,GOBP,GO:2000810,0,0,0,0,1.32525323,0,0,0,2.772625744,0,0,4.767369424,0,0
POSITIVE REGULATION OF MACROPHAGE DERIVED FOAM CELL DIFFERENTIATION,GOBP,GO:0010744,0,0,0,0,0,0,0,0,2.179188864,0,0,1.919240122,1.491455833,0
"DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR RESULTING IN TRANSCRIPTION OF P21 CLASS MEDIATOR",GOBP,GO:0006978,0,0,0,0,0,0,0,0,1.499311585,0,0,3.483604951,1.761577446,0
POSITIVE REGULATION OF PLASMA MEMBRANE BOUNDED CELL PROJECTION ASSEMBLY,GOBP,GO:0120034,0,0,0,0,0,0,0,0,2.642890893,0,2.044226232,7.041448255,0,0
ADENYLATE CYCLASE-ACTIVATING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY,GOBP,GO:0007189,0,0,0,0,0,0,0,0,0,0,0,1.724016215,2.917497183,1.894560395
POSITIVE REGULATION OF PURINE NUCLEOTIDE METABOLIC PROCESS,GOBP,GO:1900544,0,0,1.36413298,1.489925291,0,0,0,0,3.833514631,0,0,0,0,0
RESPONSE TO VIRUS,GOBP,GO:0009615,0,0,0,0,0,0,0,0,0,0,0,6.444250165,5.153158968,2.719467934
REGULATION OF DEFENSE RESPONSE TO VIRUS,GOBP,GO:0050688,0,0,0,0,0,0,0,0,1.553089089,0,0,4.395952779,0,4.794944843
RELAXATION OF MUSCLE,GOBP,GO:0090075,0,0,0,0,0,0,0,0,2.919803366,0,0,4.086867471,2.316789689,0
REGULATION OF AMYLOID-BETA CLEARANCE,GOBP,GO:1900221,0,0,0,0,0,0,0,0,0,0,0,2.010600597,1.538125501,1.397079872
BODY MORPHOGENESIS,GOBP,GO:0010171,0,0,0,0,0,0,0,0,1.919878063,0,5.053981484,2.992483039,0,0
NEGATIVE REGULATION OF COLLAGEN METABOLIC PROCESS,GOBP,GO:0010713,0,0,0,0,0,0,0,0,1.638577808,0,0,1.781912388,1.904276795,0
CELLULAR RESPONSE TO HYDROGEN PEROXIDE,GOBP,GO:0070301,0,0,0,0,0,0,0,0,2.500184764,0,0,3.907107867,0,2.089678385
NEGATIVE REGULATION OF CARDIAC MUSCLE TISSUE DEVELOPMENT,GOBP,GO:0055026,0,0,0,0,1.449473666,0,0,0,3.220280863,0,0,1.641576905,0,0
LYMPHOCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE,GOBP,GO:0002285,0,0,0,0,0,0,0,0,3.047269473,0,2.596202615,1.835762264,0,0
REGULATION OF EXTRACELLULAR MATRIX DISASSEMBLY,GOBP,GO:0010715,0,0,0,0,0,0,0,0,2.328646819,0,1.813433192,2.109285884,0,0
LIVER DEVELOPMENT,GOBP,GO:0001889,0,0,0,0,0,0,0,0,0,0,4.612511291,4.512042581,3.00387584,0
NEGATIVE REGULATION OF CARDIAC MUSCLE CELL DIFFERENTIATION,GOBP,GO:2000726,0,0,0,0,0,0,0,0,2.251352048,0,1.762484448,0,1.538125501,0
REGULATION OF IMMATURE T CELL PROLIFERATION,GOBP,GO:0033083,0,0,1.466857121,0,0,0,0,0,0,1.532623908,0,0,1.986901638,0
POSITIVE REGULATION OF NUCLEAR DIVISION,GOBP,GO:0051785,0,0,0,0,0,0,0,0,2.253957898,1.688843098,0,2.341310607,0,0
SEMAPHORIN-PLEXIN SIGNALING PATHWAY,GOBP,GO:0071526,0,1.847286736,0,0,0,0,0,0,4.878114146,2.266372431,0,0,0,0
POSITIVE REGULATION OF STRIATED MUSCLE CELL DIFFERENTIATION,GOBP,GO:0051155,0,0,0,0,0,1.371038117,0,0,2.787961435,0,0,3.158031973,0,0
MITOCHONDRIAL TRANSPORT,GOBP,GO:0006839,0,0,0,0,0,0,0,0,2.404212246,0,0,2.214232967,0,1.570367058
NEGATIVE REGULATION OF INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS,GOBP,GO:0002862,0,0,0,0,0,0,0,0,2.206313793,0,1.88790335,0,1.320022824,0
REGULATION OF LIPASE ACTIVITY,GOBP,GO:0060191,0,0,0,0,0,0,0,0,5.914982122,0,0,4.519626013,0,2.641171964
RESPONSE TO INTERLEUKIN-15,GOBP,GO:0070672,0,0,0,0,0,0,0,0,1.438579844,1.389026331,0,4.409613793,0,0
