,,,ChangCTLvsMDD_ACC_Female,ChangCTLvsMDD_ACC_Male,ChangCTLvsMDD_DLPFC_Female,ChangCTLvsMDD_DLPFC_Male,Female Anterior Insula,Female BA8/9,Female BA11,Female BA25,Female Nac,Female Subic,Male Anterior Insula,Male BA8/9,Male BA11,Male BA25,Male Nac,Male Subic,female_ancg,female_dlpfc,female_nacc,male_ancg,male_dlpfc,male_nacc
PROTEIN LOCALIZATION TO MICROTUBULE CYTOSKELETON,GOBP,GO:0072698,0,0,2.404120421,0,0,0,0,0,0,0,0,0,1.438453515,1.839285597,2.002348324,0,0,1.78703132,0,3.264901757,0,0
DIGESTIVE SYSTEM PROCESS,GOBP,GO:0022600,1.470425414,0,0,0,0,0,0,0,0,1.659402768,0,0,0,0,0,0,0,0,0,2.008725479,1.866754297,0
CELL COMMUNICATION BY ELECTRICAL COUPLING,GOBP,GO:0010644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.509476595,0
REGULATION OF MICROTUBULE MOTOR ACTIVITY,GOBP,GO:2000574,0,0,1.439397574,0,0,0,0,0,0,0,0,0,0,0,0,1.303551519,0,0,0,0,0,0
EMBRYONIC EPITHELIAL TUBE FORMATION,GOBP,GO:0001838,2.558060086,0,1.871901994,0,0,0,0,0,0,0,0,0,0,3.942652619,0,0,1.862625687,0,0,2.401625379,2.527357706,1.798695003
ACTIVATION OF PROTEIN KINASE A ACTIVITY,GOBP,GO:0034199,0,0,2.867237737,1.585260903,0,0,0,0,0,0,0,0,0,2.020434413,0,0,0,0,0,0,0,1.644292314
POSITIVE REGULATION OF METANEPHROS DEVELOPMENT,GOBP,GO:0072216,0,1.849585593,0,0,2.7881045,2.211540223,0,0,0,0,0,0,0,0,0,0,0,0,1.340697389,0,0,1.918286683
NEGATIVE REGULATION OF RESPONSE TO EXTRACELLULAR STIMULUS,GOBP,GO:0032105,0,1.728588384,0,0,0,0,1.972106698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TELENCEPHALON DEVELOPMENT,GOBP,GO:0021537,3.725017242,5.09273712,6.016285542,2.182849029,3.063245793,4.142029708,0,1.696012257,2.539712068,0,2.930073491,3.52659132,0,4.513989038,0,0,5.356860532,1.466959623,0,0,0,1.885868865
NON-RECOMBINATIONAL REPAIR,GOBP,GO:0000726,0,1.734878797,3.092149708,0,0,0,0,0,0,1.691008906,1.31493156,0,0,0,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF PROTEIN CATABOLIC PROCESS,GOBP,GO:0045732,3.30267474,1.770695226,7.501146917,2.806334658,2.353859202,2.883154214,3.115036412,3.096595145,1.443691141,0,1.565269231,0,0,5.278716639,0,0,1.388648888,2.17827366,1.307699959,4.774541945,5.13907918,4.288932956
NEGATIVE REGULATION OF CALCIUM ION TRANSMEMBRANE TRANSPORT,GOBP,GO:1903170,0,0,0,0,0,1.321664532,0,0,0,0,0,0,0,4.427354098,0,0,1.410781195,0,0,2.341637638,0,0
PHOSPHATE ION HOMEOSTASIS,GOBP,GO:0055062,0,1.786689975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF NEUROGENESIS,GOBP,GO:0050769,5.045326547,8.049903996,9.215296805,5.126230987,0,7.349877664,0,1.98859257,5.453306908,2.885522686,3.367938498,2.350455381,1.981432972,11.27762762,3.35882754,1.724687425,3.41298903,0,0,7.263696032,3.648324069,3.469788771
NUCLEUS LOCALIZATION,GOBP,GO:0051647,0,1.345065351,0,1.352893129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELLULAR RESPONSE TO LEUKEMIA INHIBITORY FACTOR,GOBP,GO:1990830,1.983273967,0,2.180272568,0,0,0,0,2.740227996,0,1.570384493,0,0,0,0,0,0,0,0,0,0,0,0
EPITHELIAL CELL MIGRATION,GOBP,GO:0010631,2.496529021,2.117405935,2.552451586,2.135223709,0,0,0,2.605287183,0,0,2.046820954,0,3.213536386,5.021342656,1.339310274,0,3.144663729,0,1.417817659,0,0,2.266435931
POSITIVE REGULATION OF DEPHOSPHORYLATION,GOBP,GO:0035306,3.39243509,2.032891043,1.640706887,0,1.520951275,0,2.481858858,0,0,1.925456143,0,0,0,2.499034058,0,0,0,0,0,2.430561073,1.435184012,1.395328458
MRNA PROCESSING,GOBP,GO:0006397,0,0,2.307856936,0,0,0,0,1.399710559,0,0,0,2.579150957,0,0,0,0,0,0,0,0,0,2.332767559
NEGATIVE REGULATION OF BONE MINERALIZATION,GOBP,GO:0030502,1.404003163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.352453378,0,0
CELLULAR RESPONSE TO METAL ION,GOBP,GO:0071248,1.805005277,0,6.31212215,4.041371503,0,3.381215655,2.355401575,0,1.730441811,2.300523053,0,0,0,5.158712484,0,0,1.671919974,0,0,2.111258315,3.118038713,1.87381013
REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE,GOBP,GO:1902099,0,0,2.774591122,0,1.467732477,0,1.554289947,0,0,0,1.421192119,0,0,0,1.599156345,0,0,4.774588144,0,0,0,0
REGULATION OF CATION CHANNEL ACTIVITY,GOBP,GO:2001257,0,0,2.052362849,0,0,0,0,1.580021514,0,0,0,0,0,1.961510753,0,0,1.867371425,0,0,0,0,0
POSITIVE REGULATION OF BLOOD VESSEL DIAMETER,GOBP,GO:0097755,1.432192789,0,0,3.433950176,4.278519948,0,0,2.522473134,1.322825041,0,0,0,1.322825041,3.130118615,0,0,0,1.666747346,0,0,1.747133729,0
POSITIVE REGULATION OF CELL ADHESION,GOBP,GO:0045785,12.66051648,7.99698707,12.52761643,10.89935716,1.840975926,2.713702438,0,4.634158176,1.703156559,5.669556948,0,2.596032592,0,9.192808523,0,6.229112987,3.691309393,0,0,8.519563902,11.27238172,7.348610919
POSITIVE REGULATION OF DENDRITE MORPHOGENESIS,GOBP,GO:0050775,0,2.878972675,3.491493245,2.894989726,0,0,0,0,0,1.504148274,1.910139303,0,0,0,0,1.967330666,0,0,0,0,0,0
REGULATION OF TOLERANCE INDUCTION,GOBP,GO:0002643,2.504649897,0,0,0,0,0,0,2.214796827,0,0,0,0,0,0,0,0,2.02671361,0,0,0,0,0
CHAPERONE-MEDIATED PROTEIN COMPLEX ASSEMBLY,GOBP,GO:0051131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.547305572,0
PYRIMIDINE RIBONUCLEOTIDE METABOLIC PROCESS,GOBP,GO:0009218,0,0,0,0,0,0,0,0,0,0,0,0,0,1.418925598,0,0,0,0,0,0,0,0
CALCIUM ION TRANSPORT,GOBP,GO:0006816,1.343859085,4.451281645,3.429516479,0,0,0,0,0,1.396496776,0,0,0,0,2.181343,0,0,1.871291569,0,0,1.580497292,0,0
CELLULAR RESPONSE TO MONOSACCHARIDE STIMULUS,GOBP,GO:0071326,0,0,1.897997629,0,1.383177128,1.588676956,1.435828702,0,0,0,0,0,0,0,1.51322545,0,0,0,0,0,0,3.546972532
HYALURONAN METABOLIC PROCESS,GOBP,GO:0030212,0,0,0,2.944563397,0,1.433088905,0,0,0,0,0,0,1.551644849,1.314158266,0,0,0,0,0,0,0,2.04489187
REGULATION OF CALCIUM ION TRANSPORT INTO CYTOSOL,GOBP,GO:0010522,0,3.411977909,5.670842898,1.359726813,0,0,0,0,1.410887578,1.379227946,0,0,0,0,0,0,4.903105093,1.89827027,0,1.576004837,1.507304574,2.832749144
HEPATOCYTE APOPTOTIC PROCESS,GOBP,GO:0097284,0,0,1.518553728,0,1.339638599,0,0,0,0,0,0,0,0,1.610834755,0,0,0,0,0,0,0,0
BILE ACID BIOSYNTHETIC PROCESS,GOBP,GO:0006699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.130999238,0,0,0,0,0,0
PYRIMIDINE NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS,GOBP,GO:0009147,0,0,0,0,0,0,0,0,0,0,0,0,0,1.673775786,0,0,0,0,0,0,1.439295392,0
UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS VIA THE MULTIVESICULAR BODY SORTING PATHWAY,GOBP,GO:0043162,0,0,0,0,0,0,2.753453768,0,0,0,0,0,0,1.723818043,0,0,0,0,0,0,0,0
MITOCHONDRION TRANSPORT ALONG MICROTUBULE,GOBP,GO:0047497,0,0,0,0,0,0,1.689094414,0,0,0,0,0,0,0,0,0,1.896175437,0,0,0,0,1.517876616
ENDOSOME ORGANIZATION,GOBP,GO:0007032,0,0,0,0,0,0,1.331160797,0,0,0,0,0,0,1.383274674,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS,GOBP,GO:0002823,1.31496815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.623604815,0
FC-GAMMA RECEPTOR SIGNALING PATHWAY,GOBP,GO:0038094,2.68468094,1.348022674,10.52288672,3.160152337,0,0,0,0,0,0,0,0,0,1.679080924,0,1.597598015,0,0,0,0,2.118711487,0
RESPONSE TO CAMP,GOBP,GO:0051591,0,0,0,0,0,2.771877325,0,0,0,1.390786792,0,0,1.422517889,1.53825026,0,0,2.138617286,0,0,2.192762274,2.938256934,0
REGULATION OF HETEROTYPIC CELL-CELL ADHESION,GOBP,GO:0034114,2.04412856,0,1.454176,0,2.185465779,0,0,0,0,0,0,0,0,0,0,0,1.718129661,0,0,2.962236133,1.375421616,0
NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY,GOBP,GO:1904376,0,0,1.498554379,0,0,0,1.546151305,0,0,0,0,0,0,1.626197136,0,0,0,0,0,0,1.406635399,0
METANEPHRIC EPITHELIUM DEVELOPMENT,GOBP,GO:0072207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.352453378,0,0
ENDOSOME TRANSPORT VIA MULTIVESICULAR BODY SORTING PATHWAY,GOBP,GO:0032509,0,0,0,0,0,0,2.375900918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REGULATION OF CELL ADHESION MEDIATED BY INTEGRIN,GOBP,GO:0033628,5.92855585,2.323574719,4.298062041,0,0,0,0,0,0,0,0,0,2.186157282,2.926448765,0,0,0,0,0,0,0,1.60577859
ESTABLISHMENT OR MAINTENANCE OF APICAL/BASAL CELL POLARITY,GOBP,GO:0035088,0,0,0,1.548067793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.542132034,0
DNA GEOMETRIC CHANGE,GOBP,GO:0032392,1.927823759,2.934363343,9.470395011,5.347033575,1.796424258,0,8.553847043,0,0,1.858047875,0,2.09045504,3.545874739,9.39906919,1.988003263,0,0,0,0,4.454083561,0,2.429992365
ACTIVATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY,GOBP,GO:0097202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.796645252
POSITIVE REGULATION OF GTPASE ACTIVITY,GOBP,GO:0043547,3.705998998,1.48577761,5.297703621,1.512723262,1.906795229,0,0,0,1.781284264,0,0,1.434465834,0,0,0,0,0,0,0,1.484109612,1.453520209,1.362818419
REGULATION OF ENDOTHELIAL CELL DEVELOPMENT,GOBP,GO:1901550,0,0,1.886129308,1.585260903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.424485661,4.18344377,1.644292314
ADP METABOLIC PROCESS,GOBP,GO:0046031,2.078340577,0,2.67480518,2.338920273,0,0,2.784760053,1.402562148,2.186157282,0,0,0,0,0,0,0,0,0,0,0,0,0
CELL JUNCTION ORGANIZATION,GOBP,GO:0034330,0,0,3.078179481,3.34518435,0,2.247302688,0,0,0,0,0,0,0,3.133753187,0,3.144313653,0,0,0,1.632719805,5.824618446,0
CELLULAR RESPONSE TO MECHANICAL STIMULUS,GOBP,GO:0071260,2.099969536,1.67565975,5.197956697,0,0,4.208663616,0,5.037773913,2.545637563,0,0,0,0,1.425543718,0,0,0,0,1.537283435,7.114829204,6.423027244,3.381561246
PYRIDINE-CONTAINING COMPOUND BIOSYNTHETIC PROCESS,GOBP,GO:0072525,1.451835917,0,2.972607284,0,1.328452478,0,2.105331679,0,1.677081076,0,0,0,0,0,1.45752269,0,0,0,0,0,0,0
SMALL NUCLEOLAR RIBONUCLEOPROTEIN COMPLEX ASSEMBLY,GOBP,GO:0000491,0,0,1.518553728,0,0,0,3.878447686,0,0,0,0,0,0,1.610834755,0,0,0,0,0,0,0,0
SODIUM ION EXPORT ACROSS PLASMA MEMBRANE,GOBP,GO:0036376,0,0,2.200722032,0,0,2.147216627,0,0,0,0,0,0,0,0,0,0,0,0,1.309276606,0,0,0
TISSUE REGENERATION,GOBP,GO:0042246,1.69948289,0,1.529804286,1.947779768,0,0,0,0,0,0,0,0,0,0,0,1.475791822,1.84066712,2.396434409,0,0,1.362524492,0
POSITIVE REGULATION OF STAT CASCADE,GOBP,GO:1904894,4.746386118,1.419623675,0,1.433064848,0,0,0,0,0,1.438585519,0,0,1.470603184,2.163222273,0,0,2.205338426,0,3.528932056,1.666531575,3.037974985,0
REGULATION OF TRANSPOSITION,GOBP,GO:0010528,0,0,0,0,0,0,0,0,0,0,2.136060491,0,0,0,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF HISTONE ACETYLATION,GOBP,GO:0035066,0,0,0,0,0,0,1.426662714,0,0,0,0,1.39901794,0,3.162927341,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF MUSCLE CONTRACTION,GOBP,GO:0045933,0,0,0,0,0,0,0,0,2.409301133,0,0,0,1.39775594,0,0,0,1.370240316,0,0,0,0,0
REGULATION OF MEMBRANE PERMEABILITY,GOBP,GO:0090559,0,0,5.268150245,0,0,0,0,0,4.171627574,1.46347346,0,0,1.495634832,1.66368238,0,0,1.457174676,0,0,1.7046852,2.311931512,0
ENERGY HOMEOSTASIS,GOBP,GO:0097009,0,0,0,2.847065104,0,0,0,0,0,0,0,0,0,1.963077563,3.445417435,0,0,0,0,1.616865027,2.017371952,0
EPITHELIAL TUBE FORMATION,GOBP,GO:0072175,3.726563677,0,2.178854099,0,0,0,0,0,1.813297718,0,0,0,0,3.675451286,0,0,1.762922645,0,0,2.850948618,3.083230957,1.682296068
PURINE DEOXYRIBONUCLEOTIDE METABOLIC PROCESS,GOBP,GO:0009151,0,0,0,0,0,0,1.917124292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEREBELLAR GRANULAR LAYER DEVELOPMENT,GOBP,GO:0021681,1.784219635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THIOESTER BIOSYNTHETIC PROCESS,GOBP,GO:0035384,0,0,0,0,0,0,1.923552488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR SIGNALING PATHWAY,GOBP,GO:1900746,0,0,1.758830626,1.49916796,2.410689966,0,0,3.53771858,0,0,0,0,3.296774944,3.966666415,2.550516255,0,3.252352275,2.329151578,0,0,0,1.557642381
REGULATION OF CYCLASE ACTIVITY,GOBP,GO:0031279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.630577379,0,0,0,0
REGULATION OF TISSUE REMODELING,GOBP,GO:0034103,1.451835917,0,3.664771084,4.089390897,0,0,0,0,1.677081076,0,0,0,0,0,0,0,0,0,0,1.364124145,0,1.793837905
REGULATION OF GENE EXPRESSION BY GENETIC IMPRINTING,GOBP,GO:0006349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.127556234,2.522902601,0,0,0,0
HYPOTONIC RESPONSE,GOBP,GO:0006971,0,0,1.518553728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.176860275,0
POSITIVE REGULATION OF ORGAN GROWTH,GOBP,GO:0046622,1.432192789,0,2.128377975,1.622697553,0,0,1.950177077,0,0,0,0,1.909226864,0,1.625171081,0,0,2.249822667,1.666747346,0,1.361254365,2.647912058,2.590196532
REGULATION OF CELL CYCLE PHASE TRANSITION,GOBP,GO:1901987,3.675782703,3.139915612,9.939358326,4.149320179,0,0,5.837705072,0,3.035403884,1.938716884,0,3.350240668,2.016617037,6.945116575,0,0,2.39672943,12.87804332,0,7.382050429,3.222758975,2.614218469
POSITIVE REGULATION OF RESPONSE TO CYTOKINE STIMULUS,GOBP,GO:0060760,0,2.085971711,0,2.100938214,0,0,2.537373518,3.301587654,0,0,0,2.48276167,0,0,0,0,1.96011784,0,0,4.226665841,3.16066429,4.052734286
REGULATION OF NECROPTOTIC PROCESS,GOBP,GO:0060544,0,0,3.088057469,0,0,0,1.483928885,0,0,0,0,2.506055863,0,2.369838861,0,0,1.687024867,0,0,0,0,0
NEGATIVE REGULATION OF MITOTIC NUCLEAR DIVISION,GOBP,GO:0045839,0,1.664585088,3.826356859,0,0,0,0,0,0,0,0,1.964384343,0,1.692172892,1.918737899,0,2.306707114,4.195794724,0,0,0,0
PERIPHERAL NERVOUS SYSTEM AXON ENSHEATHMENT,GOBP,GO:0032292,0,3.399601827,0,2.298261809,0,0,0,1.935368469,1.779273158,0,0,2.60346892,0,3.476531283,0,0,0,0,0,2.0144123,0,0
POSITIVE REGULATION OF RESPONSE TO DNA DAMAGE STIMULUS,GOBP,GO:2001022,0,1.705061421,1.938160859,0,1.838025749,0,0,0,0,0,0,0,0,1.709929047,0,0,0,0,0,0,0,0
ORGANIC HYDROXY COMPOUND TRANSPORT,GOBP,GO:0015850,0,0,0,0,2.268198497,0,0,0,0,0,0,0,0,0,0,0,2.096358912,0,0,0,0,0
NEGATIVE REGULATION OF INTERFERON-GAMMA PRODUCTION,GOBP,GO:0032689,0,0,0,0,0,1.301374988,0,2.673233912,0,1.394743313,0,0,0,0,0,0,0,0,0,0,0,0
ENDOSOMAL TRANSPORT,GOBP,GO:0016197,0,1.323709837,0,0,0,0,1.43787886,0,0,0,0,1.856595023,0,1.865929279,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF CYTOPLASMIC TRANSPORT,GOBP,GO:1903651,1.716437377,1.849585593,1.303594325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.340697389,0,3.288351405,0
POSITIVE REGULATION OF MESONEPHROS DEVELOPMENT,GOBP,GO:0061213,0,0,2.686926757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311731324,3.992489446,1.557642381
REGULATION OF LAMELLIPODIUM ASSEMBLY,GOBP,GO:0010591,3.288864983,0,2.306386322,0,0,0,0,0,1.39775594,0,0,0,0,2.517070138,1.959428411,0,0,0,0,0,0,0
REGULATION OF FIBROBLAST PROLIFERATION,GOBP,GO:0048145,1.415629056,1.637837538,5.08310204,3.152658697,1.307717556,0,2.897413385,1.863460397,0,0,0,2.830149879,2.503658321,2.542142112,1.436397559,0,2.449151833,3.194747666,1.51594873,1.937496759,3.403537057,1.755276186
EPIBOLY INVOLVED IN WOUND HEALING,GOBP,GO:0090505,0,0,1.454176,0,0,0,0,0,0,0,0,1.486412258,0,0,0,0,0,0,0,0,2.382226159,0
LAYER FORMATION IN CEREBRAL CORTEX,GOBP,GO:0021819,0,0,1.439397574,0,0,0,0,0,0,0,0,0,0,1.53082142,0,0,0,0,0,1.804520612,0,0
REGULATION OF ACTIVIN RECEPTOR SIGNALING PATHWAY,GOBP,GO:0032925,0,1.345065351,0,3.486972464,0,1.69147251,0,0,0,1.789184209,5.252005097,1.551206586,3.057574971,2.562130984,0,0,0,0,0,0,0,1.410261768
CLATHRIN COAT ASSEMBLY,GOBP,GO:0048268,0,0,0,0,0,0,0,0,0,0,0,1.788815735,0,0,0,0,3.392325261,0,0,0,0,1.644292314
ACTIVATION OF NF-KAPPAB-INDUCING KINASE ACTIVITY,GOBP,GO:0007250,1.447580413,0,1.886129308,1.585260903,0,0,0,0,2.055977791,0,0,1.788815735,0,3.051342046,0,0,2.02671361,0,2.728083168,4.905492046,4.18344377,4.121520519
MUSCLE ORGAN MORPHOGENESIS,GOBP,GO:0048644,4.62329095,0,1.313414556,0,1.360768976,0,0,1.943104766,3.599417048,0,0,0,3.599417048,2.067639218,0,1.368710945,2.556123194,3.306917391,0,0,0,3.479157209
NEGATIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE,GOBP,GO:2000134,2.1558382,0,4.59490578,0,0,0,2.357342157,0,0,1.302332202,0,0,0,0,0,0,3.728767012,9.95680877,0,5.721306278,3.534447653,1.977753617
NEGATIVE REGULATION OF LEUKOCYTE CHEMOTAXIS,GOBP,GO:0002689,0,0,0,0,0,1.980576908,0,0,0,0,0,0,0,0,0,0,0,0,0,1.441816039,0,1.691732543
T-HELPER 17 CELL DIFFERENTIATION,GOBP,GO:0072539,1.940993924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS,GOBP,GO:1902993,2.194882328,0,0,1.386718776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.536907475,0
REGULATION OF URINE VOLUME,GOBP,GO:0035809,0,0,1.700821115,0,0,0,0,0,0,0,0,0,1.925197982,1.832252732,0,0,0,0,0,0,1.547305572,0
REGULATION OF MITOCHONDRIAL DEPOLARIZATION,GOBP,GO:0051900,0,0,0,0,0,0,1.772322254,0,0,0,0,0,0,2.957271523,0,0,0,0,0,0,0,2.737045057
"POSITIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, INITIATION",GOBP,GO:2000144,0,0,1.884521577,0,0,0,1.324428099,0,0,0,0,0,0,3.833798561,0,0,0,0,0,0,0,2.04489187
T CELL RECEPTOR SIGNALING PATHWAY,GOBP,GO:0050852,2.555175287,4.366101788,5.663496873,0,0,0,3.249737722,0,0,2.496490433,0,3.860224111,2.559457229,7.064668846,0,1.32221681,0,0,0,1.870406871,0,3.972719499
REGULATION OF INSULIN SECRETION INVOLVED IN CELLULAR RESPONSE TO GLUCOSE STIMULUS,GOBP,GO:0061178,0,0,0,2.021999556,0,1.767138959,0,0,0,1.905357529,1.460498947,1.570889744,0,3.98538109,0,0,2.852436147,0,1.720631572,2.398375857,0,2.130954866
REGULATION OF TOLL-LIKE RECEPTOR 2 SIGNALING PATHWAY,GOBP,GO:0034135,1.784219635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELLULAR CARBOHYDRATE CATABOLIC PROCESS,GOBP,GO:0044275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.047742406,0,1.453791208,0,0,2.427517454,1.983579579,0
REGULATION OF LOW-DENSITY LIPOPROTEIN PARTICLE CLEARANCE,GOBP,GO:0010988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.374695164,0,0,0
DETECTION OF MOLECULE OF BACTERIAL ORIGIN,GOBP,GO:0032490,0,0,0,0,0,0,0,2.568762522,0,0,0,0,0,0,0,0,0,2.776709396,0,1.730437452,0,0
ESTABLISHMENT OF SPINDLE ORIENTATION,GOBP,GO:0051294,0,0,2.620550308,0,1.958900682,1.409343408,0,0,2.611992627,0,0,0,0,0,0,0,3.775076375,1.879244183,0,1.650144246,3.071622334,0
ADULT HEART DEVELOPMENT,GOBP,GO:0007512,0,0,0,0,0,0,0,0,2.337299044,0,0,0,0,0,0,0,0,0,0,0,0,0
REGULATION OF AMYLOID-BETA FORMATION,GOBP,GO:1902003,1.690941489,0,0,5.072749799,0,2.393519983,3.308338217,0,0,0,0,2.18413617,0,1.963077563,0,0,2.532531866,0,0,1.616865027,4.137890607,0
ACTIVATION OF PHOSPHOLIPASE C ACTIVITY,GOBP,GO:0007202,1.795495722,1.984091004,1.931141453,0,0,0,1.348616063,0,0,0,0,2.294129396,0,2.10083173,2.147155919,0,1.548421526,0,0,2.617578521,0,0
CYTOSOLIC TRANSPORT,GOBP,GO:0016482,0,0,2.971176645,0,0,0,0,0,0,0,0,2.204696408,0,1.881009087,0,0,0,0,0,0,0,0
REGULATION OF LEUKOCYTE CELL-CELL ADHESION,GOBP,GO:1903037,8.337690871,6.786937574,4.930661143,4.908789427,0,1.550259529,0,2.917022397,0,2.327878265,0,3.096393526,0,3.799645707,0,1.792921895,1.7890859,1.61434763,0,3.684977639,4.868187203,5.307591014
"REGULATION OF SYMBIOSIS, ENCOMPASSING MUTUALISM THROUGH PARASITISM",GOBP,GO:0043903,4.932635945,5.785494535,4.380700934,0,0,2.188146143,2.417998822,0,1.389913737,0,0,3.52659132,1.389913737,6.854052414,0,0,0,0,3.680515518,2.925068984,2.490341698,6.237506158
EPIDERMIS MORPHOGENESIS,GOBP,GO:0048730,1.832946928,0,0,0,0,0,0,0,0,0,0,1.346242158,0,0,0,0,0,0,0,0,0,0
REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION,GOBP,GO:0010717,1.701665697,1.978140267,4.242011967,3.466516474,2.023761881,1.969110446,0,4.467688053,8.464793066,0,1.954496307,1.717919048,1.422517889,2.64348739,0,0,2.990799964,0,2.340914379,1.593580024,2.938256934,4.523036861
LIMB DEVELOPMENT,GOBP,GO:0060173,1.649798811,0,0,1.508961863,1.361316017,0,0,0,0,1.316740233,0,0,0,0,0,0,2.584697946,0,0,2.502263167,1.71284872,4.14190224
REGULATION OF MUSCLE CONTRACTION,GOBP,GO:0006937,0,3.375422838,2.323115291,0,1.427973431,1.818753441,0,2.420777816,2.077628956,0,1.364290596,2.111038538,0,4.387615084,3.394518515,1.439043579,0,2.053869881,1.723517949,0,3.061610801,2.331008308
SMOOTH MUSCLE TISSUE DEVELOPMENT,GOBP,GO:0048745,1.404003163,0,0,0,0,0,0,0,3.364827278,0,0,1.743619597,0,0,0,0,0,0,0,2.355577108,2.782668877,2.737045057
REGULATION OF POSTSYNAPTIC NEUROTRANSMITTER RECEPTOR ACTIVITY,GOBP,GO:0098962,0,0,0,1.68278269,0,0,0,0,0,0,0,0,0,2.167896234,0,0,0,0,0,0,0,0
RESPONSE TO FUNGUS,GOBP,GO:0009620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.418956991
CELLULAR RESPONSE TO LIGHT STIMULUS,GOBP,GO:0071482,0,1.587626434,1.334910149,2.871453409,0,0,1.447096488,0,0,0,0,0,0,1.561213827,0,0,0,0,0,0,1.786517036,0
REGULATION OF MYOBLAST DIFFERENTIATION,GOBP,GO:0045661,2.840122286,0,0,0,0,0,0,1.370395781,0,0,0,0,0,0,0,0,0,0,0,1.919834991,2.443917819,0
PROTEIN POLYUBIQUITINATION,GOBP,GO:0000209,2.560818249,0,2.425061295,0,0,0,7.292972743,0,1.872026796,0,0,1.621676844,3.642667916,5.269344268,0,0,0,0,0,1.92327011,0,1.618064165
NEGATIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR,GOBP,GO:2000780,0,0,0,0,0,0,0,0,0,0,0,0,0,2.897832565,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF CYTOKINE PRODUCTION,GOBP,GO:0001819,8.576046655,10.23157944,9.613666901,10.33685578,4.087545195,2.778221966,1.875736426,7.766388239,0,2.702303552,0,6.449991484,4.530052632,9.411001121,1.923868791,0,1.752140214,0,3.501649255,8.529474316,8.64240673,18.38276338
REGULATION OF MUSCLE ORGAN DEVELOPMENT,GOBP,GO:0048634,2.239259197,2.62356639,6.964498426,4.075230654,1.654304083,0,1.932390147,2.805225075,0,0,0,1.871916899,0,4.052061614,0,0,4.039049476,0,0,5.492212722,2.243884146,6.9177381
