,,,GSE21935_Barnes_FSCZvsCTL,GSE21935_Barnes_MSCZvsCTL,GSE17612_Maycox_FSCZvsCTL,GSE17612_Maycox_MSCZvsCTL,GSE46509_Piet_FSCZvsCTL,GSE46509_Piet_MSCZvsCTL,GSE37981_Piet_FSCZvsCTL,GSE37981_Piet_MSCZvsCTL,female_scz_ancg_dge,female_scz_dlpfc_dge,female_scz_nacc_dge,male_scz_ancg_dge,male_scz_dlpfc_dge,male_scz_nAcc_dge
RESPIRATORY GASEOUS EXCHANGE,GOBP,GO:0007585,0,0,0,0,0,1.918737899,0,0,1.478108637,0,0,0,0,0
REGULATION OF BLOOD COAGULATION,GOBP,GO:0030193,0,0,0,0,1.426065159,0,0,0,1.446366086,0,0,0,0,0
REGULATION OF SYNAPTIC VESICLE TRANSPORT,GOBP,GO:1902803,0,2.143512091,0,0,0,1.501735766,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF LAMELLIPODIUM ASSEMBLY,GOBP,GO:0010592,2.251098867,0,0,2.293344661,0,0,0,0,0,0,0,0,0,0
STEROID CATABOLIC PROCESS,GOBP,GO:0006706,0,0,0,0,0,0,0,0,2.19470342,0,0,3.393201572,0,0
CELL FATE SPECIFICATION,GOBP,GO:0001708,0,0,0,0,1.516087746,1.44688203,0,0,0,0,0,0,0,0
TISSUE HOMEOSTASIS,GOBP,GO:0001894,0,0,0,0,0,0,0,1.686251943,0,0,0,1.383978904,0,0
NEGATIVE REGULATION OF EMBRYONIC DEVELOPMENT,GOBP,GO:0045992,0,0,0,2.455797515,0,0,0,2.120594989,0,0,0,0,0,0
REGULATION OF T-HELPER CELL DIFFERENTIATION,GOBP,GO:0045622,0,0,0,4.943541068,0,0,0,0,0,0,1.559331023,0,0,0
PROTEIN MATURATION,GOBP,GO:0051604,0,0,0,0,0,0,0,1.366450846,0,0,0,1.965296375,0,0
CEREBELLUM DEVELOPMENT,GOBP,GO:0021549,0,2.709519374,0,0,0,0,0,1.826048203,0,0,0,0,0,0
EMBRYONIC HEMOPOIESIS,GOBP,GO:0035162,0,0,0,4.15368318,2.542035632,0,0,0,0,0,0,0,0,0
HEMIDESMOSOME ASSEMBLY,GOBP,GO:0031581,0,0,0,0,0,0,0,0,0,1.347584891,0,0,1.477076064,0
CDP-DIACYLGLYCEROL BIOSYNTHETIC PROCESS,GOBP,GO:0016024,0,0,0,0,0,0,0,0,0,0,2.891397905,0,1.411471513,0
RESPONSE TO AMINO ACID,GOBP,GO:0043200,0,0,0,0,0,0,0,0,0,0,1.495258176,0,0,1.346922412
POSITIVE REGULATION OF CELL JUNCTION ASSEMBLY,GOBP,GO:1901890,0,0,0,0,0,1.918737899,0,0,1.478108637,0,0,0,0,0
PEPTIDYL-LYSINE MODIFICATION,GOBP,GO:0018205,0,0,0,1.624593742,0,0,0,1.629122919,0,0,0,0,0,0
NEPHRON TUBULE MORPHOGENESIS,GOBP,GO:0072078,0,0,0,1.713410748,2.909393507,0,0,0,0,0,0,0,0,0
MODULATION BY ORGANISM OF APOPTOTIC PROCESS IN OTHER ORGANISM INVOLVED IN SYMBIOTIC INTERACTION,GOBP,GO:0052433,1.379331222,0,0,0,0,0,1.349274745,0,0,0,0,0,0,0
REGULATION OF RAC PROTEIN SIGNAL TRANSDUCTION,GOBP,GO:0035020,0,0,0,0,0,0,0,2.320769316,0,0,0,1.328864531,0,0
REGULATION OF T-HELPER 17 CELL DIFFERENTIATION,GOBP,GO:2000319,0,0,0,2.70580904,0,0,0,0,0,0,0,1.406231048,0,0
CELLULAR TRANSITION METAL ION HOMEOSTASIS,GOBP,GO:0046916,0,0,0,0,0,0,0,0,0,0,0,2.725383611,2.141795406,0
NEGATIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS,GOBP,GO:0002832,1.881326239,0,0,0,0,0,0,0,0,0,0,1.343812651,0,0
POSITIVE REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY,GOBP,GO:0050862,0,0,0,0,1.303731969,0,0,0,0,0,0,0,1.351455891,0
DENDRITE MORPHOGENESIS,GOBP,GO:0048813,0,0,0,0,1.723936955,0,0,0,0,0,0,1.595193595,0,0
NEURON FATE COMMITMENT,GOBP,GO:0048663,0,0,0,0,1.723936955,0,0,0,0,0,0,3.035078242,0,0
GROWTH HORMONE RECEPTOR SIGNALING PATHWAY,GOBP,GO:0060396,0,0,0,2.613816693,0,0,0,0,0,0,0,0,1.918041847,0
PROTEIN IMPORT,GOBP,GO:0017038,0,0,0,0,0,0,0,1.915457294,0,0,0,1.791405753,0,0
CELLULAR POLYSACCHARIDE METABOLIC PROCESS,GOBP,GO:0044264,0,2.014611245,0,0,0,2.433237234,0,0,0,0,0,0,0,0
ACTIVATION OF JUN KINASE ACTIVITY,GOBP,GO:0007257,0,5.596301666,0,0,0,0,0,2.898132231,0,0,0,0,0,0
POSITIVE REGULATION OF RESPONSE TO DRUG,GOBP,GO:2001025,0,2.064592231,0,0,0,0,0,2.085928565,0,0,0,0,0,0
REGULATION OF DNA RECOMBINATION,GOBP,GO:0000018,0,0,0,0,0,0,0,2.30407209,0,0,0,0,0,1.32513978
HOMEOSTASIS OF NUMBER OF CELLS WITHIN A TISSUE,GOBP,GO:0048873,0,0,0,0,0,0,0,0,2.19470342,0,0,1.40975013,0,0
IMMUNOLOGICAL SYNAPSE FORMATION,GOBP,GO:0001771,0,0,0,0,1.369130275,0,0,0,0,0,0,0,2.569732481,0
AXON ENSHEATHMENT,GOBP,GO:0008366,0,2.595815859,0,0,0,0,0,0,7.451087472,0,0,0,0,0
REGULATION OF RETINOIC ACID RECEPTOR SIGNALING PATHWAY,GOBP,GO:0048385,0,0,0,0,0,0,0,0,0,0,0,1.58104352,2.195444041,0
CELLULAR RESPONSE TO DEXAMETHASONE STIMULUS,GOBP,GO:0071549,0,0,0,0,0,0,0,0,0,0,0,1.758469473,2.290535663,0
LIMBIC SYSTEM DEVELOPMENT,GOBP,GO:0021761,0,5.815209773,0,0,0,0,0,0,0,0,0,2.583224992,0,0
3'-UTR-MEDIATED MRNA DESTABILIZATION,GOBP,GO:0061158,0,0,0,0,0,0,0,0,0,0,0,2.197257574,2.118967132,0
CELLULAR RESPONSE TO AMINO ACID STIMULUS,GOBP,GO:0071230,0,0,0,1.672302971,0,0,0,0,0,0,0,0,0,1.346595871
REGULATION OF KIDNEY DEVELOPMENT,GOBP,GO:0090183,0,0,0,3.00711371,0,0,0,1.466810873,0,0,0,0,0,0
MORPHOGENESIS OF A POLARIZED EPITHELIUM,GOBP,GO:0001738,0,0,1.652013703,0,1.952142322,0,0,0,0,0,0,0,0,0
CARBOXYLIC ACID TRANSMEMBRANE TRANSPORT,GOBP,GO:1905039,0,1.383930679,0,0,0,0,0,0,1.341111864,0,0,0,0,0
REGULATION OF IRE1-MEDIATED UNFOLDED PROTEIN RESPONSE,GOBP,GO:1903894,0,2.565186997,0,0,0,0,0,0,0,0,1.627214314,0,0,0
REGULATION OF SISTER CHROMATID COHESION,GOBP,GO:0007063,2.48840296,0,0,0,0,0,0,2.194798611,0,0,0,0,0,0
RESPONSE TO INTERLEUKIN-12,GOBP,GO:0070671,0,0,1.564823215,0,1.862695334,0,0,0,0,0,0,0,0,0
DENDRITIC SPINE MAINTENANCE,GOBP,GO:0097062,1.419897794,0,0,0,0,1.409616198,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF NEURON PROJECTION DEVELOPMENT,GOBP,GO:0010977,0,1.308055221,0,0,0,0,0,0,1.564701064,0,0,0,0,0
NEUTROPHIL HOMEOSTASIS,GOBP,GO:0001780,0,0,0,0,0,1.409616198,3.124674312,0,0,0,0,0,0,0
NEGATIVE REGULATION OF SODIUM ION TRANSPORT,GOBP,GO:0010766,0,0,0,0,2.716871882,0,0,0,0,0,0,1.406231048,0,0
"DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION RESULTING IN TRANSCRIPTION",GOBP,GO:0042772,0,0,0,0,0,0,0,0,0,0,0,2.606563198,1.351455891,0
NEGATIVE REGULATION OF ANDROGEN RECEPTOR SIGNALING PATHWAY,GOBP,GO:0060766,0,0,2.563927002,0,0,2.802496723,0,0,0,0,0,0,0,0
RESPONSE TO ANESTHETIC,GOBP,GO:0072347,0,0,0,0,0,0,0,2.244983704,0,0,0,1.653459653,0,0
PHAGOSOME MATURATION,GOBP,GO:0090382,0,0,0,0,0,0,0,0,0,0,0,1.740400588,1.593855252,0
NEGATIVE REGULATION OF INTRACELLULAR STEROID HORMONE RECEPTOR SIGNALING PATHWAY,GOBP,GO:0033144,0,0,1.816811391,0,0,2.047742406,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CAJAL BODY,GOBP,GO:1904871,0,0,0,0,0,0,0,0,0,0,0,2.194118316,0,1.334556158
POSITIVE REGULATION OF PHOSPHOLIPID METABOLIC PROCESS,GOBP,GO:1903727,0,1.509160904,3.900114518,0,0,0,0,0,0,0,0,0,0,0
CELLULAR RESPONSE TO INTERFERON-ALPHA,GOBP,GO:0035457,0,0,0,1.400642145,1.406143928,0,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF TELOMERE MAINTENANCE,GOBP,GO:0032205,0,0,0,0,0,0,2.032600244,0,0,0,0,0,0,1.608021139
HAIR CYCLE PROCESS,GOBP,GO:0022405,0,2.077105773,0,0,0,1.45752269,0,0,0,0,0,0,0,0
ASPARTATE FAMILY AMINO ACID METABOLIC PROCESS,GOBP,GO:0009066,0,0,0,0,0,0,0,0,0,0,0,1.468309829,0,1.346595871
INTERLEUKIN-2-MEDIATED SIGNALING PATHWAY,GOBP,GO:0038110,1.379331222,0,0,1.400642145,0,0,0,0,0,0,0,0,0,0
CARDIOCYTE DIFFERENTIATION,GOBP,GO:0035051,0,0,0,0,1.305444235,0,0,0,0,0,0,3.571417238,0,0
MITOTIC METAPHASE PLATE CONGRESSION,GOBP,GO:0007080,0,0,0,0,0,0,0,0,0,0,0,1.939960884,0,2.950091004
ALPHA-AMINO ACID BIOSYNTHETIC PROCESS,GOBP,GO:1901607,0,0,0,0,0,0,0,0,0,0,0,2.903065668,0,4.247936952
CELLULAR AMINO ACID CATABOLIC PROCESS,GOBP,GO:0009063,0,0,0,0,0,0,0,0,0,0,0,2.776306521,1.505337069,0
RESPONSE TO MORPHINE,GOBP,GO:0043278,0,1.911144111,0,0,0,0,0,0,0,0,0,1.688777174,0,0
PHOSPHATIDIC ACID BIOSYNTHETIC PROCESS,GOBP,GO:0006654,0,0,0,0,0,0,0,0,0,0,2.028736948,2.112677755,0,0
STEROL CATABOLIC PROCESS,GOBP,GO:0016127,0,0,0,0,0,0,0,0,2.46840759,0,0,3.162087565,0,0
EXOCYTIC PROCESS,GOBP,GO:0140029,0,1.323210209,0,0,0,1.599156345,0,0,0,0,0,0,0,0
MODULATION OF APOPTOTIC PROCESS IN OTHER ORGANISM,GOBP,GO:0044532,1.379331222,0,0,0,0,0,1.349274745,0,0,0,0,0,0,0
POSITIVE REGULATION OF INTERLEUKIN-17 PRODUCTION,GOBP,GO:0032740,0,2.173341189,0,0,0,0,0,0,1.60126271,0,0,0,0,0
REGULATION OF CELLULAR PH,GOBP,GO:0030641,0,0,0,1.319549789,0,0,0,0,0,0,0,1.65499393,0,0
POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION,GOBP,GO:0070665,0,2.031035563,0,0,0,0,2.492266582,0,0,0,0,0,0,0
NEGATIVE REGULATION OF ENDOPEPTIDASE ACTIVITY,GOBP,GO:0010951,0,0,1.425399984,0,0,0,0,1.366450846,0,0,0,0,0,0
REGULATION OF NEURON MATURATION,GOBP,GO:0014041,0,0,0,1.441249325,0,0,0,0,0,0,0,2.364486149,0,0
CELL FATE DETERMINATION,GOBP,GO:0001709,0,0,0,0,2.031878545,0,0,0,0,0,0,1.592616038,0,0
DENDRITIC CELL DIFFERENTIATION,GOBP,GO:0097028,0,0,3.055546644,0,0,2.047742406,0,0,0,0,0,0,0,0
RETINA VASCULATURE MORPHOGENESIS IN CAMERA-TYPE EYE,GOBP,GO:0061299,0,0,0,0,1.406143928,0,0,0,2.46840759,0,0,0,0,0
ESTROUS CYCLE,GOBP,GO:0044849,0,0,0,0,1.335142632,0,0,0,0,1.313637762,0,0,0,0
MRNA EXPORT FROM NUCLEUS,GOBP,GO:0006406,0,0,2.585258031,0,0,0,0,0,0,0,0,0,0,3.722346504
POSITIVE REGULATION OF GLUCOSE TRANSMEMBRANE TRANSPORT,GOBP,GO:0010828,0,0,0,0,0,1.880066618,0,0,0,0,0,1.852030235,0,0
NEGATIVE REGULATION BY SYMBIONT OF HOST APOPTOTIC PROCESS,GOBP,GO:0033668,1.419897794,0,0,0,0,0,1.389780442,0,0,0,0,0,0,0
REGULATION OF CHEMOKINE (C-C MOTIF) LIGAND 5 PRODUCTION,GOBP,GO:0071649,1.419897794,0,0,0,0,0,0,0,1.486691571,0,0,0,0,0
POSITIVE REGULATION OF PROTEIN IMPORT,GOBP,GO:1904591,0,1.673325814,0,0,0,1.959428411,0,0,0,0,0,0,0,0
AGGRESOME,GOCC,GO:0016235,0,1.783018739,0,0,0,0,0,0,1.739415157,0,0,0,0,0
MYOFILAMENT,GOCC,GO:0036379,0,0,0,0,0,0,0,0,0,0,0,1.40975013,1.606635124,0
MHC CLASS II PROTEIN COMPLEX,GOCC,GO:0042613,0,0,0,0,0,0,0,0,3.009272962,0,0,0,0,1.875626065
PRESYNAPTIC CYTOSOL,GOCC,GO:0099523,0,2.779082482,0,0,0,1.369069922,0,0,0,0,0,0,0,0
PROTEASOME CORE COMPLEX,GOCC,GO:0005839,0,0,0,0,0,0,0,0,1.713305101,0,0,0,0,2.478456593
LYSOSOMAL LUMEN,GOCC,GO:0043202,0,0,0,0,0,0,0,0,2.713130657,0,0,0,0,3.005995879
SMALL-SUBUNIT PROCESSOME,GOCC,GO:0032040,0,0,0,0,0,0,0,0,0,0,1.530011023,0,0,1.454894988
NUCLEAR REPLISOME,GOCC,GO:0043601,0,0,0,0,0,0,0,0,0,0,2.210176186,0,0,1.497564245
CLATHRIN-COATED VESICLE MEMBRANE,GOCC,GO:0030665,0,0,2.474400353,0,0,0,0,0,3.207141784,0,0,0,0,0
TRANSCRIPTION EXPORT COMPLEX,GOCC,GO:0000346,0,0,0,0,0,0,0,0,0,0,0,0,2.366812347,2.042143824
INTEGRAL COMPONENT OF PRESYNAPTIC MEMBRANE,GOCC,GO:0099056,0,1.4030114,0,0,0,0,0,1.423116314,0,0,0,0,0,0
GLUTAMATERGIC SYNAPSE,GOCC,GO:0098978,0,1.528125409,0,0,0,0,0,0,0,0,0,2.162135467,0,0
ACTIN FILAMENT BUNDLE,GOCC,GO:0032432,0,2.093323658,0,0,0,0,0,0,3.582799571,0,0,0,0,0
T-TUBULE,GOCC,GO:0030315,0,0,0,0,0,0,1.720194473,0,0,0,0,1.939960884,0,0
APICAL JUNCTION COMPLEX,GOCC,GO:0043296,0,1.376040194,0,0,0,0,0,0,2.647283936,0,0,0,0,0
REPLICATION FORK,GOCC,GO:0005657,0,0,0,0,1.631214272,0,0,0,0,0,0,0,0,2.977360554
CORTICAL CYTOSKELETON,GOCC,GO:0030863,0,0,1.760299224,0,0,0,0,0,0,0,0,1.372741107,0,0
COPII-COATED ER TO GOLGI TRANSPORT VESICLE,GOCC,GO:0030134,0,0,0,0,0,0,0,0,2.269223186,0,0,0,0,2.036204699
OTHER ORGANISM CELL,GOCC,GO:0044216,0,0,0,0,0,0,0,0,0,0,0,1.878860167,0,2.492991544
RESPIRATORY CHAIN,GOCC,GO:0070469,0,0,0,0,0,0,0,0,6.702035748,0,0,0,0,1.385854887
EXOCYTIC VESICLE MEMBRANE,GOCC,GO:0099501,0,0,0,0,0,0,0,0,0,0,0,1.40166628,1.393844504,0
SYNAPTIC VESICLE MEMBRANE,GOCC,GO:0030672,0,0,0,0,0,0,0,0,0,0,0,1.40166628,1.393844504,0
CARBOXY-TERMINAL DOMAIN PROTEIN KINASE COMPLEX,GOCC,GO:0032806,0,0,0,0,0,0,0,0,0,0,1.336881122,0,0,1.607829877
EXTRINSIC COMPONENT OF ORGANELLE MEMBRANE,GOCC,GO:0031312,0,0,0,0,0,1.742267699,0,0,0,0,0,0,1.422984156,0
FIBRILLAR CENTER,GOCC,GO:0001650,0,0,2.209490252,1.833266133,0,0,0,0,0,0,0,0,0,0
NUCLEOLAR PART,GOCC,GO:0044452,0,0,1.818589512,1.5344112,0,0,0,0,0,0,0,0,0,0
MYOSIN FILAMENT,GOCC,GO:0032982,0,0,0,0,0,0,0,0,1.60126271,0,0,1.701721523,0,0
PHAGOCYTIC VESICLE MEMBRANE,GOCC,GO:0030670,0,0,0,0,0,0,0,0,0,0,0,1.596210121,1.398415965,0
BETA-CATENIN-TCF COMPLEX,GOCC,GO:1990907,1.308431265,0,0,0,0,0,0,2.652362753,0,0,0,0,0,0
MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT,GOCC,GO:0005762,0,0,0,0,0,0,0,0,0,0,0,2.08311457,0,3.3653372
SMALL RIBOSOMAL SUBUNIT,GOCC,GO:0015935,0,0,0,0,0,0,0,0,0,0,0,2.116729149,0,2.031311665
DNA POLYMERASE COMPLEX,GOCC,GO:0042575,0,0,0,0,0,0,0,0,0,0,1.516896831,0,0,1.875626065
PHAGOCYTIC VESICLE,GOCC,GO:0045335,0,0,0,0,0,0,0,0,0,0,0,3.005210562,1.306903952,0
MICROFIBRIL,GOCC,GO:0001527,0,0,0,0,1.369130275,0,1.312372587,0,0,0,0,0,0,0
TRANSPORT VESICLE MEMBRANE,GOCC,GO:0030658,0,0,0,0,0,0,0,0,1.792935957,0,0,1.346808611,0,0
NUCLEAR LAMINA,GOCC,GO:0005652,0,0,0,0,1.446761264,0,0,0,0,1.425134703,0,0,0,0
NEURON PROJECTION MEMBRANE,GOCC,GO:0032589,0,1.361970161,1.416585785,0,0,0,0,0,0,0,0,0,0,0
MHC PROTEIN COMPLEX,GOCC,GO:0042611,0,0,0,0,0,0,0,0,4.080252572,0,0,0,0,1.310588154
LUMENAL SIDE OF ENDOPLASMIC RETICULUM MEMBRANE,GOCC,GO:0098553,0,0,0,0,0,0,0,0,2.023452855,0,0,0,0,2.68654873
MAIN AXON,GOCC,GO:0044304,0,1.323210209,0,0,0,0,0,0,0,0,0,1.428423436,0,0
MITOCHONDRIAL RIBOSOME,GOCC,GO:0005761,0,0,0,0,0,0,0,0,0,0,0,4.816660416,0,7.007441602
PROTON-TRANSPORTING V-TYPE ATPASE COMPLEX,GOCC,GO:0033176,0,0,0,0,0,0,0,0,0,0,0,3.269407112,1.563222838,0
AXON TERMINUS,GOCC,GO:0043679,0,2.406649558,0,0,0,1.977645773,0,0,0,0,0,0,0,0
SPINDLE MICROTUBULE,GOCC,GO:0005876,0,0,0,0,0,1.490425611,0,0,0,0,0,4.93049015,0,0
SPINDLE POLE,GOCC,GO:0000922,0,0,0,0,0,0,0,0,0,0,0,1.911792151,0,2.530480052
MICROTUBULE,GOCC,GO:0005874,0,0,0,0,0,0,0,0,1.615416497,0,0,3.412308577,0,0
CONTRACTILE FIBER,GOCC,GO:0043292,0,0,0,0,0,3.512803595,0,0,0,0,0,2.77599091,0,0
INCLUSION BODY,GOCC,GO:0016234,0,2.077105773,0,0,0,0,0,0,1.683662248,0,0,0,0,0
REGION OF CYTOSOL,GOCC,GO:0099522,0,2.213145708,0,0,0,0,0,0,0,0,0,1.787133125,0,0
MITOCHONDRIAL SMALL RIBOSOMAL SUBUNIT,GOCC,GO:0005763,0,0,0,0,0,0,0,0,0,0,0,3.152063684,0,4.664163224
GLIAL CELL PROJECTION,GOCC,GO:0097386,0,0,1.968822481,0,0,0,0,0,0,0,0,2.934660871,0,0
NEURON PROJECTION CYTOPLASM,GOCC,GO:0120111,0,1.899825797,0,0,0,0,1.303144639,0,0,0,0,0,0,0
ESC/E(Z) COMPLEX,GOCC,GO:0035098,0,0,0,0,0,0,0,0,0,0,0,1.58104352,0,1.875626065
MICROTUBULE ORGANIZING CENTER PART,GOCC,GO:0044450,0,0,0,0,0,0,0,0,0,0,0,0,1.927538891,2.013079885
HETEROCHROMATIN,GOCC,GO:0000792,1.520970185,0,0,0,0,1.501735766,0,0,0,0,0,0,0,0
MYELIN SHEATH,GOCC,GO:0043209,0,1.633566197,0,0,0,0,0,0,1.478108637,0,0,0,0,0
ORGANELLE MEMBRANE CONTACT SITE,GOCC,GO:0044232,0,0,0,0,0,0,0,0,0,0,0,1.622520327,0,1.78595287
CONTRACTILE ACTIN FILAMENT BUNDLE,GOCC,GO:0097517,0,2.232743011,0,0,0,0,0,0,3.238883978,0,0,0,0,0
STRESS FIBER,GOCC,GO:0001725,0,2.232743011,0,0,0,0,0,0,3.238883978,0,0,0,0,0
VACUOLAR PROTON-TRANSPORTING V-TYPE ATPASE COMPLEX,GOCC,GO:0016471,0,0,0,0,0,0,0,0,0,0,0,2.08273692,2.047619678,0
MICROTUBULE ASSOCIATED COMPLEX,GOCC,GO:0005875,0,0,0,0,0,3.344547052,0,1.924519507,0,0,0,0,0,0
VACUOLAR LUMEN,GOCC,GO:0005775,0,0,0,0,0,0,0,0,2.335022989,0,0,0,0,2.890333655
AXON PART,GOCC,GO:0033267,0,6.592876918,0,0,0,3.08099125,0,0,0,0,0,0,0,0
INNER MITOCHONDRIAL MEMBRANE PROTEIN COMPLEX,GOCC,GO:0098800,0,0,0,0,0,0,0,0,4.391905707,0,0,0,0,1.532055066
NEURON PROJECTION TERMINUS,GOCC,GO:0044306,0,2.205308603,0,0,0,1.824664949,0,0,0,0,0,0,0,0
PHOSPHATIDYLINOSITOL 3-KINASE COMPLEX,GOCC,GO:0005942,0,0,3.334909905,0,0,3.691111676,0,0,0,0,0,0,0,0
SYNAPTIC MEMBRANE,GOCC,GO:0097060,0,1.756252554,0,0,1.965748784,0,0,0,0,0,0,0,0,0
TRANSCRIPTION FACTOR TFIIH HOLO COMPLEX,GOCC,GO:0005675,0,0,0,0,0,1.33212724,1.312372587,0,0,0,0,0,0,0
MICROVILLUS,GOCC,GO:0005902,0,0,0,0,0,0,0,0,2.876251716,0,0,1.797817541,0,0
NPBAF COMPLEX,GOCC,GO:0071564,1.342368269,0,0,0,0,0,0,2.723359782,0,0,0,0,0,0
SPLICEOSOMAL COMPLEX,GOCC,GO:0005681,0,0,0,0,0,0,0,0,0,0,1.324395902,0,0,4.391860815
CATENIN COMPLEX,GOCC,GO:0016342,0,0,0,0,0,0,0,1.878369835,1.87300564,0,0,0,0,0
COATED VESICLE MEMBRANE,GOCC,GO:0030662,0,0,1.826582267,0,0,0,0,0,3.082753072,0,0,0,0,0
CONTRACTILE RING,GOCC,GO:0070938,0,0,0,0,0,0,0,0,1.486691571,0,0,1.488297076,0,0
U2-TYPE SPLICEOSOMAL COMPLEX,GOCC,GO:0005684,0,0,0,0,0,0,0,0,0,0,1.64645242,0,0,2.009081032
SITE OF DNA DAMAGE,GOCC,GO:0090734,0,0,0,0,0,0,0,2.767143533,0,0,0,0,0,2.009081032
COP9 SIGNALOSOME,GOCC,GO:0008180,0,0,1.816811391,0,0,0,0,0,1.698103062,0,0,0,0,0
NUCLEAR CYCLIN-DEPENDENT PROTEIN KINASE HOLOENZYME COMPLEX,GOCC,GO:0019908,0,0,0,0,0,0,0,0,0,0,1.756860215,0,0,2.240182279
CAMP-DEPENDENT PROTEIN KINASE COMPLEX,GOCC,GO:0005952,0,0,0,0,0,1.409616198,1.389780442,0,0,0,0,0,0,0
POLYSOME,GOCC,GO:0005844,0,0,0,0,0,0,0,0,0,0,1.522736456,1.571461313,0,0
NUCLEAR ENVELOPE,GOCC,GO:0005635,0,0,0,0,0,1.995611764,0,0,0,0,0,2.378304513,0,0
ER TO GOLGI TRANSPORT VESICLE MEMBRANE,GOCC,GO:0012507,0,0,0,0,0,0,0,0,2.760378869,0,0,0,0,1.918783274
ORGANELLAR RIBOSOME,GOCC,GO:0000313,0,0,0,0,0,0,0,0,0,0,0,4.816660416,0,7.007441602
ORGANELLAR SMALL RIBOSOMAL SUBUNIT,GOCC,GO:0000314,0,0,0,0,0,0,0,0,0,0,0,3.152063684,0,4.664163224
MICROVILLUS MEMBRANE,GOCC,GO:0031528,0,0,0,0,0,0,0,0,0,0,0,1.40975013,1.606635124,0
INTRINSIC COMPONENT OF ORGANELLE MEMBRANE,GOCC,GO:0031300,0,0,0,0,0,0,0,0,1.531122738,0,0,2.872530036,0,0
TRANS-GOLGI NETWORK MEMBRANE,GOCC,GO:0032588,0,0,1.828747603,0,0,0,0,0,0,0,0,0,0,1.879700733
LAMELLAR BODY,GOCC,GO:0042599,0,0,0,0,0,0,0,0,1.909727964,0,0,0,0,1.801562622
"PROTON-TRANSPORTING V-TYPE ATPASE, V0 DOMAIN",GOCC,GO:0033179,0,0,0,0,0,0,0,0,0,0,0,1.488297076,1.629470596,0
INTEGRAL COMPONENT OF LUMENAL SIDE OF ENDOPLASMIC RETICULUM MEMBRANE,GOCC,GO:0071556,0,0,0,0,0,0,0,0,2.023452855,0,0,0,0,2.68654873
HOST CELL,GOCC,GO:0043657,0,0,0,0,0,0,0,0,0,0,0,1.978094211,0,2.576047766
ORGANELLAR LARGE RIBOSOMAL SUBUNIT,GOCC,GO:0000315,0,0,0,0,0,0,0,0,0,0,0,2.08311457,0,3.3653372
CLEAVAGE FURROW,GOCC,GO:0032154,0,0,1.472274643,0,0,0,0,1.437385612,0,0,0,0,0,0
MITOTIC SPINDLE POLE,GOCC,GO:0097431,0,0,0,0,0,0,0,0,0,0,0,1.830725519,0,1.567643727
PRP19 COMPLEX,GOCC,GO:0000974,0,0,0,0,1.335142632,0,0,0,0,0,1.689238966,0,0,0
DNA REPLICATION FACTOR A COMPLEX,GOCC,GO:0005662,0,0,0,0,1.335142632,0,0,0,0,0,1.689238966,0,0,0
OTHER ORGANISM PART,GOCC,GO:0044217,0,0,0,0,0,0,0,0,0,0,0,1.878860167,0,2.492991544
PERIKARYON,GOCC,GO:0043204,0,3.689590349,1.353511317,0,0,0,0,0,0,0,0,0,0,0
PRONUCLEUS,GOCC,GO:0045120,0,0,0,0,0,1.33212724,0,0,0,1.347584891,0,0,0,0
CENTRIOLE,GOCC,GO:0005814,0,0,0,0,0,0,0,0,0,0,0,0,1.632010185,1.411909359
SMOOTH ENDOPLASMIC RETICULUM,GOCC,GO:0005790,0,1.911144111,0,0,0,0,0,0,0,0,0,0,1.443979584,0
INTEGRAL COMPONENT OF ENDOPLASMIC RETICULUM MEMBRANE,GOCC,GO:0030176,0,0,0,0,0,0,0,0,3.626493011,0,0,0,0,3.73901397
RUFFLE MEMBRANE,GOCC,GO:0032587,0,2.692700809,0,0,0,0,0,0,0,0,0,1.65499393,0,0
HISTONE METHYLTRANSFERASE COMPLEX,GOCC,GO:0035097,0,0,0,0,0,1.524899957,0,0,0,0,0,0,0,2.22915287
CAVEOLA,GOCC,GO:0005901,0,0,0,0,0,1.395941535,0,0,1.536061262,0,0,0,0,0
INTRINSIC COMPONENT OF ENDOPLASMIC RETICULUM MEMBRANE,GOCC,GO:0031227,0,0,0,0,0,0,0,0,3.407382545,0,0,0,0,4.028259788
TRANSCRIPTION FACTOR TFIIH CORE COMPLEX,GOCC,GO:0000439,0,0,0,0,0,1.369069922,1.349274745,0,0,0,0,0,0,0
OTHER ORGANISM,GOCC,GO:0044215,0,0,0,0,0,0,0,0,0,0,0,1.878860167,0,2.492991544
SCHAFFER COLLATERAL - CA1 SYNAPSE,GOCC,GO:0098685,0,0,1.316886681,0,0,0,0,0,0,0,0,1.611916701,0,0
U2-TYPE CATALYTIC STEP 1 SPLICEOSOME,GOCC,GO:0071006,1.342368269,0,0,0,0,0,0,0,0,0,0,0,0,2.240182279
